transaction_id,week,store_id,customer_id,channel,treatment_group,segment,net_sales,gross_margin,converted
T04S06039,4,S06,C0100,store,control,Core,83.44,35.05,1
T04S06040,4,S06,C0107,ecommerce,control,Premium,121.71,42.6,1
T04S06041,4,S06,C0114,store,control,Value,79.13,33.23,1
T04S06042,4,S06,C0121,store,control,Core,47.36,19.89,0
T04S06043,4,S06,C0128,store,control,Premium,67.87,28.51,0
T04S06044,4,S06,C0135,store,control,Value,88.2,30.87,1
T04S06045,4,S06,C0142,ecommerce,control,Core,74.73,31.39,0
T04S06046,4,S06,C0149,store,control,Premium,66.72,28.02,0
T04S06047,4,S06,C0156,store,control,Value,109.83,46.13,1
T04S06048,4,S06,C0163,store,control,Core,84.65,29.63,1
T04S06049,4,S06,C0170,store,control,Premium,91.36,38.37,1
T04S06050,4,S06,C0177,ecommerce,control,Value,73.03,30.67,0
T04S06051,4,S06,C0184,store,control,Core,100.66,42.28,1
T04S06052,4,S06,C0191,store,control,Premium,90.67,31.73,1
T04S06053,4,S06,C0198,store,control,Value,78.61,33.01,1
T04S06054,4,S06,C0005,store,control,Premium,99.55,41.81,1
T04S06055,4,S06,C0012,ecommerce,control,Value,77.43,32.52,1
T04S06056,4,S06,C0019,store,control,Core,77.13,26.99,1
T04S06057,4,S06,C0026,store,control,Premium,85.35,35.85,1
T04S06058,4,S06,C0033,store,control,Value,75.54,31.73,0
T04S06059,4,S06,C0040,store,control,Core,73.4,30.83,0
T04S06060,4,S06,C0047,ecommerce,control,Premium,107.72,37.7,1
T04S06061,4,S06,C0054,store,control,Value,65.43,27.48,0
T04S06062,4,S06,C0061,store,control,Core,102.34,42.98,1
T04S06063,4,S06,C0068,store,control,Premium,108.89,45.73,1
T04S06064,4,S06,C0075,store,control,Value,75.88,26.56,0
T04S06065,4,S06,C0082,ecommerce,control,Core,53.82,22.61,0
T04S06066,4,S06,C0089,store,control,Premium,68.1,28.6,0
T04S06067,4,S06,C0096,store,control,Value,93.19,39.14,1
T04S06068,4,S06,C0103,store,control,Core,118.11,41.34,1
T04S06069,4,S06,C0110,store,control,Premium,106.03,44.53,1
T04S06070,4,S06,C0117,ecommerce,control,Value,92.45,38.83,1
T04S06071,4,S06,C0124,store,control,Core,79.4,33.35,1
T04S06072,4,S06,C0131,store,control,Premium,102.75,35.96,1
T04S06073,4,S06,C0138,store,control,Value,108.27,45.47,1
T04S06074,4,S06,C0145,store,control,Core,75.32,31.64,0
T04S06075,4,S06,C0152,ecommerce,control,Premium,97.72,41.04,1
T04S06076,4,S06,C0159,store,control,Value,89.56,31.35,1
T04S06077,4,S06,C0166,store,control,Core,52.23,21.94,0
T04S06078,4,S06,C0173,store,control,Premium,96.55,40.55,1
T04S06079,4,S06,C0180,store,control,Value,76.15,31.98,1
T04S06080,4,S06,C0187,ecommerce,control,Core,81.0,28.35,1
T04S06081,4,S06,C0194,store,control,Premium,79.99,33.59,1
T04S06082,4,S06,C0001,store,control,Core,96.08,40.35,1
T04S06083,4,S06,C0008,store,control,Premium,72.91,30.62,0
T04S06084,4,S06,C0015,store,control,Value,65.73,23.0,0
T04S06085,4,S06,C0022,ecommerce,control,Core,105.64,44.37,1
T04S06086,4,S06,C0029,store,control,Premium,52.26,21.95,0
T04S06087,4,S06,C0036,store,control,Value,89.82,37.72,1
T04S06088,4,S06,C0043,store,control,Core,73.13,25.59,0
T04S06089,4,S06,C0050,store,control,Premium,129.31,54.31,1
T04S06090,4,S06,C0057,ecommerce,control,Value,64.61,27.14,0
T04S06091,4,S06,C0064,store,control,Core,88.14,37.02,1
T04S06092,4,S06,C0071,store,control,Premium,80.63,28.22,1
T04S06093,4,S06,C0078,store,control,Value,66.41,27.89,0
T04S06094,4,S06,C0085,store,control,Core,88.81,37.3,1
T04S06095,4,S06,C0092,ecommerce,control,Premium,93.19,39.14,1
T04S06096,4,S06,C0099,store,control,Value,91.05,31.87,1
T04S06097,4,S06,C0106,store,control,Core,73.59,30.91,0
T04S06098,4,S06,C0113,store,control,Premium,87.19,36.62,1
T04S06099,4,S06,C0120,store,control,Value,91.93,38.61,1
T04S06100,4,S06,C0127,ecommerce,control,Core,95.72,33.5,1
T04S06101,4,S06,C0134,store,control,Premium,90.57,38.04,1
T04S06102,4,S06,C0141,store,control,Value,53.2,22.35,0
T04S06103,4,S06,C0148,store,control,Core,75.0,31.5,0
T04S06104,4,S06,C0155,store,control,Premium,116.64,40.82,1
T04S06105,4,S06,C0162,ecommerce,control,Value,75.96,31.9,0
T04S06106,4,S06,C0169,store,control,Core,103.86,43.62,1
T04S06107,4,S06,C0176,store,control,Premium,87.63,36.8,1
T04S06108,4,S06,C0183,store,control,Value,62.24,21.78,0
T04S06109,4,S06,C0190,store,control,Core,93.38,39.22,1
T04S06110,4,S06,C0197,ecommerce,control,Premium,99.72,41.88,1
T04S06111,4,S06,C0004,store,control,Core,67.28,28.26,0
T04S06112,4,S06,C0011,store,control,Premium,121.29,42.45,1
T04S06113,4,S06,C0018,store,control,Value,75.63,31.76,0
T04S06114,4,S06,C0025,store,control,Core,49.15,20.64,0
T04S06115,4,S06,C0032,ecommerce,control,Premium,102.34,42.98,1
T04S06116,4,S06,C0039,store,control,Value,80.49,28.17,1
T04S06117,4,S06,C0046,store,control,Core,80.6,33.85,1
T04S06118,4,S06,C0053,store,control,Premium,68.11,28.61,0
T04S06119,4,S06,C0060,store,control,Value,53.2,22.34,0
T04S06120,4,S06,C0067,ecommerce,control,Core,55.44,19.4,0
T04S06121,4,S06,C0074,store,control,Premium,91.03,38.23,1
T04S06122,4,S06,C0081,store,control,Value,44.3,18.61,0
T04S06123,4,S06,C0088,store,control,Core,79.02,33.19,1
T04S06124,4,S06,C0095,store,control,Premium,66.63,23.32,0
T04S06125,4,S06,C0102,ecommerce,control,Value,74.83,31.43,0
T04S06126,4,S06,C0109,store,control,Core,61.96,26.03,0
T04S06127,4,S06,C0116,store,control,Premium,65.27,27.41,0
T04S06128,4,S06,C0123,store,control,Value,52.61,18.41,0
T04S06129,4,S06,C0130,store,control,Core,77.54,32.57,1
T04S06130,4,S06,C0137,ecommerce,control,Premium,120.14,50.46,1
T04S06131,4,S06,C0144,store,control,Value,57.59,24.19,0
T04S06132,4,S06,C0151,store,control,Core,75.26,26.34,0
T04S06133,4,S06,C0158,store,control,Premium,108.87,45.73,1
T04S06134,4,S06,C0165,store,control,Value,84.01,35.29,1
T04S06135,4,S06,C0172,ecommerce,control,Core,47.16,19.81,0
T04S06136,4,S06,C0179,store,control,Premium,70.2,24.57,0
T04S06137,4,S06,C0186,store,control,Value,87.63,36.8,1
T04S06138,4,S06,C0193,store,control,Core,93.36,39.21,1
T04S06139,4,S06,C0200,store,control,Premium,72.39,30.4,0
T04S06140,4,S06,C0007,ecommerce,control,Core,59.07,20.67,0
T04S06141,4,S06,C0014,store,control,Premium,108.16,45.43,1
T04S06142,4,S06,C0021,store,control,Value,55.58,23.34,0
T04S06143,4,S06,C0028,store,control,Core,56.07,23.55,0
T04S06144,4,S06,C0035,store,control,Premium,81.13,28.4,1
T04S06145,4,S06,C0042,ecommerce,control,Value,76.84,32.27,1
T04S06146,4,S06,C0049,store,control,Core,63.22,26.55,0
T04S06147,4,S06,C0056,store,control,Premium,95.07,39.93,1
T04S06148,4,S06,C0063,store,control,Value,55.42,19.4,0
T04S06149,4,S06,C0070,store,control,Core,64.64,27.15,0
T04S06150,4,S06,C0077,ecommerce,control,Premium,91.08,38.25,1
T04S06151,4,S06,C0084,store,control,Value,50.9,21.38,0
T04S06152,4,S06,C0091,store,control,Core,63.76,22.32,0
T04S06153,4,S06,C0098,store,control,Premium,76.3,32.05,1
T04S06154,4,S06,C0105,store,control,Value,75.74,31.81,0
T04S06155,4,S06,C0112,ecommerce,control,Core,76.39,32.08,1
T04S06156,4,S06,C0119,store,control,Premium,93.33,32.66,1
T04S06157,4,S06,C0126,store,control,Value,95.72,40.2,1
T04S06158,4,S06,C0133,store,control,Core,43.03,18.07,0
T04S06159,4,S06,C0140,store,control,Premium,113.39,47.62,1
T04S07000,4,S07,C0040,ecommerce,treatment,Core,82.33,28.82,1
T04S07001,4,S07,C0047,store,treatment,Premium,115.23,48.4,1
T04S07002,4,S07,C0054,store,treatment,Value,93.8,39.39,1
T04S07003,4,S07,C0061,store,treatment,Core,124.16,52.15,1
T04S07004,4,S07,C0068,store,treatment,Premium,117.7,41.2,1
T04S07005,4,S07,C0075,ecommerce,treatment,Value,98.98,41.57,1
T04S07006,4,S07,C0082,store,treatment,Core,97.03,40.75,1
T04S07007,4,S07,C0089,store,treatment,Premium,82.69,34.73,1
T04S07008,4,S07,C0096,store,treatment,Value,92.1,32.23,1
T04S07009,4,S07,C0103,store,treatment,Core,87.6,36.79,1
T04S07010,4,S07,C0110,ecommerce,treatment,Premium,98.53,41.38,1
T04S07011,4,S07,C0117,store,treatment,Value,73.04,30.68,0
T04S07012,4,S07,C0124,store,treatment,Core,100.74,35.26,1
T04S07013,4,S07,C0131,store,treatment,Premium,131.43,55.2,1
T04S07014,4,S07,C0138,store,treatment,Value,112.46,47.23,1
T04S07015,4,S07,C0145,ecommerce,treatment,Core,66.58,27.96,0
T04S07016,4,S07,C0152,store,treatment,Premium,114.68,40.14,1
T04S07017,4,S07,C0159,store,treatment,Value,108.72,45.66,1
T04S07018,4,S07,C0166,store,treatment,Core,95.19,39.98,1
T04S07019,4,S07,C0173,store,treatment,Premium,97.11,40.78,1
T04S07020,4,S07,C0180,ecommerce,treatment,Value,107.01,37.45,1
T04S07021,4,S07,C0187,store,treatment,Core,80.65,33.87,1
T04S07022,4,S07,C0194,store,treatment,Premium,124.41,52.25,1
T04S07023,4,S07,C0001,store,treatment,Core,85.65,35.97,1
T04S07024,4,S07,C0008,store,treatment,Premium,77.66,27.18,1
T04S07025,4,S07,C0015,ecommerce,treatment,Value,59.51,24.99,0
T04S07026,4,S07,C0022,store,treatment,Core,114.0,47.88,1
T04S07027,4,S07,C0029,store,treatment,Premium,104.4,43.85,1
T04S07028,4,S07,C0036,store,treatment,Value,77.5,27.13,1
T04S07029,4,S07,C0043,store,treatment,Core,106.19,44.6,1
T04S07030,4,S07,C0050,ecommerce,treatment,Premium,58.67,24.64,0
T04S07031,4,S07,C0057,store,treatment,Value,94.26,39.59,1
T04S07032,4,S07,C0064,store,treatment,Core,74.86,26.2,0
T04S07033,4,S07,C0071,store,treatment,Premium,95.8,40.24,1
T04S07034,4,S07,C0078,store,treatment,Value,92.54,38.87,1
T04S07035,4,S07,C0085,ecommerce,treatment,Core,109.12,45.83,1
T04S07036,4,S07,C0092,store,treatment,Premium,108.49,37.97,1
T04S07037,4,S07,C0099,store,treatment,Value,107.96,45.34,1
T04S07038,4,S07,C0106,store,treatment,Core,69.9,29.36,0
T04S07039,4,S07,C0113,store,treatment,Premium,125.84,52.85,1
T04S07040,4,S07,C0120,ecommerce,treatment,Value,69.58,24.35,0
T04S07041,4,S07,C0127,store,treatment,Core,89.35,37.53,1
T04S07042,4,S07,C0134,store,treatment,Premium,92.0,38.64,1
T04S07043,4,S07,C0141,store,treatment,Value,81.0,34.02,1
T04S07044,4,S07,C0148,store,treatment,Core,75.64,26.47,0
T04S07045,4,S07,C0155,ecommerce,treatment,Premium,119.6,50.23,1
T04S07046,4,S07,C0162,store,treatment,Value,87.44,36.73,1
T04S07047,4,S07,C0169,store,treatment,Core,96.73,40.63,1
T04S07048,4,S07,C0176,store,treatment,Premium,111.25,38.94,1
T04S07049,4,S07,C0183,store,treatment,Value,90.05,37.82,1
T04S07050,4,S07,C0190,ecommerce,treatment,Core,90.68,38.09,1
T04S07051,4,S07,C0197,store,treatment,Premium,128.67,54.04,1
T04S07052,4,S07,C0004,store,treatment,Core,126.47,44.27,1
T04S07053,4,S07,C0011,store,treatment,Premium,125.17,52.57,1
T04S07054,4,S07,C0018,store,treatment,Value,73.06,30.69,0
T04S07055,4,S07,C0025,ecommerce,treatment,Core,132.55,55.67,1
T04S07056,4,S07,C0032,store,treatment,Premium,100.85,35.3,1
T04S07057,4,S07,C0039,store,treatment,Value,118.92,49.95,1
T04S07058,4,S07,C0046,store,treatment,Core,104.11,43.73,1
T04S07059,4,S07,C0053,store,treatment,Premium,125.48,52.7,1
T04S07060,4,S07,C0060,ecommerce,treatment,Value,101.25,35.44,1
T04S07061,4,S07,C0067,store,treatment,Core,97.04,40.76,1
T04S07062,4,S07,C0074,store,treatment,Premium,118.66,49.84,1
T04S07063,4,S07,C0081,store,treatment,Value,109.26,45.89,1
T04S07064,4,S07,C0088,store,treatment,Core,89.77,31.42,1
T04S07065,4,S07,C0095,ecommerce,treatment,Premium,127.19,53.42,1
T04S07066,4,S07,C0102,store,treatment,Value,91.35,38.37,1
T04S07067,4,S07,C0109,store,treatment,Core,86.04,36.14,1
T04S07068,4,S07,C0116,store,treatment,Premium,107.12,37.49,1
T04S07069,4,S07,C0123,store,treatment,Value,81.15,34.08,1
T04S07070,4,S07,C0130,ecommerce,treatment,Core,118.82,49.9,1
T04S07071,4,S07,C0137,store,treatment,Premium,104.33,43.82,1
T04S07072,4,S07,C0144,store,treatment,Value,106.08,37.13,1
T04S07073,4,S07,C0151,store,treatment,Core,125.25,52.61,1
T04S07074,4,S07,C0158,store,treatment,Premium,147.55,61.97,1
T04S07075,4,S07,C0165,ecommerce,treatment,Value,63.24,26.56,0
T04S07076,4,S07,C0172,store,treatment,Core,103.07,36.08,1
T04S07077,4,S07,C0179,store,treatment,Premium,72.08,30.27,0
T04S07078,4,S07,C0186,store,treatment,Value,69.01,28.98,0
T04S07079,4,S07,C0193,store,treatment,Core,93.69,39.35,1
T04S07080,4,S07,C0200,ecommerce,treatment,Premium,90.38,31.63,1
T04S07081,4,S07,C0007,store,treatment,Core,67.25,28.24,0
T04S07082,4,S07,C0014,store,treatment,Premium,108.55,45.59,1
T04S07083,4,S07,C0021,store,treatment,Value,75.21,31.59,0
T04S07084,4,S07,C0028,store,treatment,Core,122.77,42.97,1
T04S07085,4,S07,C0035,ecommerce,treatment,Premium,136.08,57.16,1
T04S07086,4,S07,C0042,store,treatment,Value,85.14,35.76,1
T04S07087,4,S07,C0049,store,treatment,Core,108.12,45.41,1
T04S07088,4,S07,C0056,store,treatment,Premium,94.06,32.92,1
T04S07089,4,S07,C0063,store,treatment,Value,105.32,44.23,1
T04S07090,4,S07,C0070,ecommerce,treatment,Core,101.35,42.57,1
T04S07091,4,S07,C0077,store,treatment,Premium,81.87,34.39,1
T04S07092,4,S07,C0084,store,treatment,Value,71.55,25.04,0
T04S07093,4,S07,C0091,store,treatment,Core,75.79,31.83,0
T04S07094,4,S07,C0098,store,treatment,Premium,112.34,47.18,1
T04S07095,4,S07,C0105,ecommerce,treatment,Value,127.18,53.42,1
T04S07096,4,S07,C0112,store,treatment,Core,129.83,45.44,1
T04S07097,4,S07,C0119,store,treatment,Premium,120.18,50.48,1
T04S07098,4,S07,C0126,store,treatment,Value,80.1,33.64,1
T04S07099,4,S07,C0133,store,treatment,Core,81.78,34.35,1
T04S07100,4,S07,C0140,ecommerce,treatment,Premium,89.5,31.33,1
T04S07101,4,S07,C0147,store,treatment,Value,88.7,37.26,1
T04S07102,4,S07,C0154,store,treatment,Core,71.07,29.85,0
T04S07103,4,S07,C0161,store,treatment,Premium,92.95,39.04,1
T04S07104,4,S07,C0168,store,treatment,Value,96.92,33.92,1
T04S07105,4,S07,C0175,ecommerce,treatment,Core,77.94,32.73,1
T04S07106,4,S07,C0182,store,treatment,Premium,137.92,57.93,1
T04S07107,4,S07,C0189,store,treatment,Value,125.98,52.91,1
T04S07108,4,S07,C0196,store,treatment,Core,133.85,46.85,1
T04S07109,4,S07,C0003,store,treatment,Value,98.23,41.26,1
T04S07110,4,S07,C0010,ecommerce,treatment,Core,97.38,40.9,1
T04S07111,4,S07,C0017,store,treatment,Premium,111.38,46.78,1
T04S07112,4,S07,C0024,store,treatment,Value,92.47,32.37,1
T04S07113,4,S07,C0031,store,treatment,Core,128.38,53.92,1
T04S07114,4,S07,C0038,store,treatment,Premium,93.13,39.11,1
T04S07115,4,S07,C0045,ecommerce,treatment,Value,90.95,38.2,1
T04S07116,4,S07,C0052,store,treatment,Core,58.3,20.4,0
T04S07117,4,S07,C0059,store,treatment,Premium,103.3,43.39,1
T04S07118,4,S07,C0066,store,treatment,Value,83.97,35.27,1
T04S07119,4,S07,C0073,store,treatment,Core,88.56,37.2,1
T04S07120,4,S07,C0080,ecommerce,treatment,Premium,110.4,38.64,1
T04S07121,4,S07,C0087,store,treatment,Value,103.91,43.64,1
T04S07122,4,S07,C0094,store,treatment,Core,114.7,48.17,1
T04S07123,4,S07,C0101,store,treatment,Premium,110.46,46.39,1
T04S07124,4,S07,C0108,store,treatment,Value,86.66,30.33,1
T04S07125,4,S07,C0115,ecommerce,treatment,Core,91.21,38.31,1
T04S07126,4,S07,C0122,store,treatment,Premium,121.99,51.24,1
T04S07127,4,S07,C0129,store,treatment,Value,80.42,33.78,1
T04S07128,4,S07,C0136,store,treatment,Core,122.84,42.99,1
T04S07129,4,S07,C0143,store,treatment,Premium,109.19,45.86,1
T04S07130,4,S07,C0150,ecommerce,treatment,Value,68.82,28.9,0
T04S07131,4,S07,C0157,store,treatment,Core,61.73,25.92,0
T04S07132,4,S07,C0164,store,treatment,Premium,109.04,38.17,1
T04S07133,4,S07,C0171,store,treatment,Value,71.25,29.92,0
T04S07134,4,S07,C0178,store,treatment,Core,145.46,61.09,1
T04S07135,4,S07,C0185,ecommerce,treatment,Premium,102.16,42.91,1
T04S07136,4,S07,C0192,store,treatment,Value,81.59,28.56,1
T04S07137,4,S07,C0199,store,treatment,Core,113.9,47.84,1
T04S07138,4,S07,C0006,store,treatment,Value,84.76,35.6,1
T04S07139,4,S07,C0013,store,treatment,Core,73.4,30.83,0
T04S07140,4,S07,C0020,ecommerce,treatment,Premium,137.25,48.04,1
T04S07141,4,S07,C0027,store,treatment,Value,80.55,33.83,1
T04S07142,4,S07,C0034,store,treatment,Core,79.55,33.41,1
T04S07143,4,S07,C0041,store,treatment,Premium,91.21,38.31,1
T04S07144,4,S07,C0048,store,treatment,Value,83.77,29.32,1
T04S07145,4,S07,C0055,ecommerce,treatment,Core,106.28,44.64,1
T04S07146,4,S07,C0062,store,treatment,Premium,99.05,41.6,1
T04S07147,4,S07,C0069,store,treatment,Value,101.92,42.8,1
T04S07148,4,S07,C0076,store,treatment,Core,117.89,41.26,1
T04S07149,4,S07,C0083,store,treatment,Premium,138.37,58.12,1
T04S07150,4,S07,C0090,ecommerce,treatment,Value,76.99,32.33,1
T04S07151,4,S07,C0097,store,treatment,Core,98.47,41.36,1
T04S07152,4,S07,C0104,store,treatment,Premium,105.13,36.8,1
T04S07153,4,S07,C0111,store,treatment,Value,118.54,49.79,1
T04S07154,4,S07,C0118,store,treatment,Core,98.51,41.38,1
T04S07155,4,S07,C0125,ecommerce,treatment,Premium,121.94,51.21,1
T04S07156,4,S07,C0132,store,treatment,Value,90.06,31.52,1
T04S07157,4,S07,C0139,store,treatment,Core,122.33,51.38,1
T04S07158,4,S07,C0146,store,treatment,Premium,85.79,36.03,1
T04S07159,4,S07,C0153,store,treatment,Value,77.78,32.67,1
T04S08000,4,S08,C0053,ecommerce,control,Premium,90.96,31.84,1
T04S08001,4,S08,C0060,store,control,Value,86.0,36.12,1
T04S08002,4,S08,C0067,store,control,Core,79.37,33.33,1
T04S08003,4,S08,C0074,store,control,Premium,87.49,36.75,1
T04S08004,4,S08,C0081,store,control,Value,72.99,25.55,0
T04S08005,4,S08,C0088,ecommerce,control,Core,100.43,42.18,1
T04S08006,4,S08,C0095,store,control,Premium,87.44,36.72,1
T04S08007,4,S08,C0102,store,control,Value,75.02,31.51,0
T04S08008,4,S08,C0109,store,control,Core,57.16,20.01,0
T04S08009,4,S08,C0116,store,control,Premium,59.94,25.18,0
T04S08010,4,S08,C0123,ecommerce,control,Value,91.07,38.25,1
T04S08011,4,S08,C0130,store,control,Core,92.65,38.91,1
T04S08012,4,S08,C0137,store,control,Premium,99.53,34.83,1
T04S08013,4,S08,C0144,store,control,Value,82.51,34.66,1
T04S08014,4,S08,C0151,store,control,Core,79.57,33.42,1
T04S08015,4,S08,C0158,ecommerce,control,Premium,93.31,39.19,1
T04S08016,4,S08,C0165,store,control,Value,76.04,26.61,1
T04S08017,4,S08,C0172,store,control,Core,71.39,29.98,0
T04S08018,4,S08,C0179,store,control,Premium,63.27,26.57,0
T04S08019,4,S08,C0186,store,control,Value,58.05,24.38,0
T04S08020,4,S08,C0193,ecommerce,control,Core,47.41,16.59,0
T04S08021,4,S08,C0200,store,control,Premium,71.46,30.01,0
T04S08022,4,S08,C0007,store,control,Core,63.76,26.78,0
T04S08023,4,S08,C0014,store,control,Premium,86.21,36.21,1
T04S08024,4,S08,C0021,store,control,Value,74.03,25.91,0
T04S08025,4,S08,C0028,ecommerce,control,Core,76.28,32.04,1
T04S08026,4,S08,C0035,store,control,Premium,102.56,43.08,1
T04S08027,4,S08,C0042,store,control,Value,75.45,31.69,0
T04S08028,4,S08,C0049,store,control,Core,39.17,13.71,0
T04S08029,4,S08,C0056,store,control,Premium,98.25,41.27,1
T04S08030,4,S08,C0063,ecommerce,control,Value,52.57,22.08,0
T04S08031,4,S08,C0070,store,control,Core,53.45,22.45,0
T04S08032,4,S08,C0077,store,control,Premium,80.6,28.21,1
T04S08033,4,S08,C0084,store,control,Value,74.43,31.26,0
T04S08034,4,S08,C0091,store,control,Core,109.49,45.99,1
T04S08035,4,S08,C0098,ecommerce,control,Premium,124.8,52.42,1
T04S08036,4,S08,C0105,store,control,Value,118.61,41.51,1
T04S08037,4,S08,C0112,store,control,Core,68.99,28.98,0
T04S08038,4,S08,C0119,store,control,Premium,101.77,42.74,1
T04S08039,4,S08,C0126,store,control,Value,77.27,32.45,1
T04S08040,4,S08,C0133,ecommerce,control,Core,107.49,37.62,1
T04S08041,4,S08,C0140,store,control,Premium,75.9,31.88,0
T04S08042,4,S08,C0147,store,control,Value,86.8,36.46,1
T04S08043,4,S08,C0154,store,control,Core,50.96,21.41,0
T04S08044,4,S08,C0161,store,control,Premium,36.88,12.91,0
T04S08045,4,S08,C0168,ecommerce,control,Value,74.46,31.27,0
T04S08046,4,S08,C0175,store,control,Core,81.09,34.06,1
T04S08047,4,S08,C0182,store,control,Premium,94.31,39.61,1
T04S08048,4,S08,C0189,store,control,Value,43.93,15.38,0
T04S08049,4,S08,C0196,store,control,Core,65.38,27.46,0
T04S08050,4,S08,C0003,ecommerce,control,Value,121.56,51.06,1
T04S08051,4,S08,C0010,store,control,Core,75.63,31.76,0
T04S08052,4,S08,C0017,store,control,Premium,66.85,23.4,0
T04S08053,4,S08,C0024,store,control,Value,98.42,41.33,1
T04S08054,4,S08,C0031,store,control,Core,102.6,43.09,1
T04S08055,4,S08,C0038,ecommerce,control,Premium,98.91,41.54,1
T04S08056,4,S08,C0045,store,control,Value,54.27,18.99,0
T04S08057,4,S08,C0052,store,control,Core,81.07,34.05,1
T04S08058,4,S08,C0059,store,control,Premium,91.03,38.23,1
T04S08059,4,S08,C0066,store,control,Value,88.07,36.99,1
T04S08060,4,S08,C0073,ecommerce,control,Core,72.3,25.3,0
T04S08061,4,S08,C0080,store,control,Premium,85.75,36.01,1
T04S08062,4,S08,C0087,store,control,Value,75.53,31.72,0
T04S08063,4,S08,C0094,store,control,Core,84.09,35.32,1
T04S08064,4,S08,C0101,store,control,Premium,116.33,40.71,1
T04S08065,4,S08,C0108,ecommerce,control,Value,77.86,32.7,1
T04S08066,4,S08,C0115,store,control,Core,75.99,31.92,0
T04S08067,4,S08,C0122,store,control,Premium,77.08,32.37,1
T04S08068,4,S08,C0129,store,control,Value,53.4,18.69,0
T04S08069,4,S08,C0136,store,control,Core,52.38,22.0,0
T04S08070,4,S08,C0143,ecommerce,control,Premium,82.17,34.51,1
T04S08071,4,S08,C0150,store,control,Value,70.03,29.41,0
T04S08072,4,S08,C0157,store,control,Core,90.45,31.66,1
T04S08073,4,S08,C0164,store,control,Premium,100.41,42.17,1
T04S08074,4,S08,C0171,store,control,Value,74.94,31.47,0
T04S08075,4,S08,C0178,ecommerce,control,Core,82.67,34.72,1
T04S08076,4,S08,C0185,store,control,Premium,95.16,33.31,1
T04S08077,4,S08,C0192,store,control,Value,91.85,38.58,1
T04S08078,4,S08,C0199,store,control,Core,75.17,31.57,0
T04S08079,4,S08,C0006,store,control,Value,76.62,32.18,1
T04S08080,4,S08,C0013,ecommerce,control,Core,83.82,29.34,1
T04S08081,4,S08,C0020,store,control,Premium,99.37,41.74,1
T04S08082,4,S08,C0027,store,control,Value,67.35,28.29,0
T04S08083,4,S08,C0034,store,control,Core,80.35,33.75,1
T04S08084,4,S08,C0041,store,control,Premium,87.17,30.51,1
T04S08085,4,S08,C0048,ecommerce,control,Value,48.94,20.56,0
T04S08086,4,S08,C0055,store,control,Core,73.7,30.95,0
T04S08087,4,S08,C0062,store,control,Premium,72.03,30.25,0
T04S08088,4,S08,C0069,store,control,Value,55.39,19.39,0
T04S08089,4,S08,C0076,store,control,Core,114.91,48.26,1
T04S08090,4,S08,C0083,ecommerce,control,Premium,64.85,27.23,0
T04S08091,4,S08,C0090,store,control,Value,101.36,42.57,1
T04S08092,4,S08,C0097,store,control,Core,61.33,21.46,0
T04S08093,4,S08,C0104,store,control,Premium,107.03,44.95,1
T04S08094,4,S08,C0111,store,control,Value,42.13,17.69,0
T04S08095,4,S08,C0118,ecommerce,control,Core,87.53,36.76,1
T04S08096,4,S08,C0125,store,control,Premium,84.18,29.46,1
T04S08097,4,S08,C0132,store,control,Value,61.19,25.7,0
T04S08098,4,S08,C0139,store,control,Core,98.05,41.18,1
T04S08099,4,S08,C0146,store,control,Premium,100.82,42.34,1
T04S08100,4,S08,C0153,ecommerce,control,Value,99.95,34.98,1
T04S08101,4,S08,C0160,store,control,Core,58.67,24.64,0
T04S08102,4,S08,C0167,store,control,Premium,96.08,40.35,1
T04S08103,4,S08,C0174,store,control,Value,86.05,36.14,1
T04S08104,4,S08,C0181,store,control,Core,90.46,31.66,1
T04S08105,4,S08,C0188,ecommerce,control,Premium,93.69,39.35,1
T04S08106,4,S08,C0195,store,control,Value,89.92,37.77,1
T04S08107,4,S08,C0002,store,control,Premium,75.76,31.82,0
T04S08108,4,S08,C0009,store,control,Value,77.96,27.29,1
T04S08109,4,S08,C0016,store,control,Core,83.07,34.89,1
T04S08110,4,S08,C0023,ecommerce,control,Premium,77.46,32.53,1
T04S08111,4,S08,C0030,store,control,Value,91.33,38.36,1
T04S08112,4,S08,C0037,store,control,Core,86.72,30.35,1
T04S08113,4,S08,C0044,store,control,Premium,67.89,28.52,0
T04S08114,4,S08,C0051,store,control,Value,60.0,25.2,0
T04S08115,4,S08,C0058,ecommerce,control,Core,75.3,31.63,0
T04S08116,4,S08,C0065,store,control,Premium,101.1,35.39,1
T04S08117,4,S08,C0072,store,control,Value,98.56,41.4,1
T04S08118,4,S08,C0079,store,control,Core,48.06,20.19,0
T04S08119,4,S08,C0086,store,control,Premium,82.71,34.74,1
T04S08120,4,S08,C0093,ecommerce,control,Value,59.32,20.76,0
T04S08121,4,S08,C0100,store,control,Core,92.64,38.91,1
T04S08122,4,S08,C0107,store,control,Premium,111.28,46.74,1
T04S08123,4,S08,C0114,store,control,Value,86.39,36.29,1
T04S08124,4,S08,C0121,store,control,Core,97.53,34.14,1
T04S08125,4,S08,C0128,ecommerce,control,Premium,93.32,39.19,1
T04S08126,4,S08,C0135,store,control,Value,82.62,34.7,1
T04S08127,4,S08,C0142,store,control,Core,98.6,41.41,1
T04S08128,4,S08,C0149,store,control,Premium,107.3,37.56,1
T04S08129,4,S08,C0156,store,control,Value,95.06,39.92,1
